Time point	Population	Annotation	Well
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	Meg	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Mast	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Mast	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Ccr7_DC	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Meg	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Erythroid	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	Eos	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Neutrophil	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Meg	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Mast	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Ccr7_DC	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	Mast	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	Ccr7_DC	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	Baso	2
4.0	LSK	Lymphoid	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Eos	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Ccr7_DC	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Mast	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Baso	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Meg	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Meg	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Ccr7_DC	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	Lymphoid	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
4.0	LSK	Monocyte	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Neutrophil	2
4.0	LSK	undiff	2
4.0	LSK	undiff	2
4.0	LSK	Monocyte	2
